material_id,pretty_formula
mp-1007910,NaEuS2
mp-10163,NaAlTe2
mp-10223,Na2PdS2
mp-10226,NaYS2
mp-1024047,Na6ZnSe4
mp-1024048,Na4Zn3Se5
mp-1024052,Na2ZnSe2
mp-1024067,Na2ZnS2
mp-1029407,NaCrN2
mp-1029565,Na3W2N5
mp-1029605,Na2MnN2
mp-1029650,Na15Re7N19
mp-1029845,Na3Mo2N5
mp-1029851,Na2GeN2
mp-1029862,Na15Mo7N19
mp-1030657,NaNbN2
mp-10419,Na4ReN3
mp-10474,NaPF6
mp-1052,NaAu2
mp-10572,NaPN2
mp-1078295,NaNbO3
mp-1078419,Na3PSe4
mp-1078578,NaCd4As3
mp-1078703,NaZn4As3
mp-1078709,Na2BiAu
mp-1079088,NaAsF6
mp-1080771,NaCl7
mp-1094098,NaGaTe2
mp-1094107,Na2Zn2S3
mp-1095270,Na5NpO6
mp-1101654,NaEuO2
mp-1102077,NaAlF4
mp-1103472,Na2UF8
mp-1104707,Na(GeP)3
mp-11051,NaSn
mp-1106352,Na3MoCl6
mp-1106381,NaAs
mp-11151,NaPrTe2
mp-1120731,NaVF6
mp-1120755,NaCO3
mp-11253,NaSnAu
mp-11466,NaHg2
mp-1173761,Na2CeO3
mp-1173826,Na7As11O31
mp-1180295,Na3Si17
mp-1186055,Na
mp-1186074,Na3Pd
mp-1186122,NaCd2Rh
mp-1186127,NaCd3
mp-1186152,NaHg3
mp-1186185,NaTl2In
mp-1186189,NaTl3
mp-1186271,NaMg149
mp-1189265,NaCl3
mp-1190548,Na2U2O7
mp-1190635,Na2OsO4
mp-1190761,NaGaCl4
mp-1192379,Na2PtF6
mp-1193265,Na3SbSe3
mp-1193673,Na3SbS3
mp-1195785,NaP7
mp-1196173,Na3NbS4
mp-1198628,Na3RuO4
mp-1209306,Rb6Na4Tl13
mp-1209961,NaTbCl4
mp-1209968,NaHoCl4
mp-1210002,NaNbS6
mp-1210180,Na5IO6
mp-1210184,Na6MgCl8
mp-1210267,Na2ZrS3
mp-1210309,Na3TbBr6
mp-1210332,Na3TmBr6
mp-1210352,Na2BeCl4
mp-1210420,Na3InF6
mp-1210429,Na3CrO4
mp-1210441,Na3LuBr6
mp-1210506,Na3HoBr6
mp-1210529,Na3ErBr6
mp-1213698,Cs6Na4Tl13
mp-12180,NaS2
mp-1220714,NaLaS2
mp-1220826,NaLaF4
mp-1220866,NaSn2Pd3
mp-1220867,NaTlO
mp-1220879,NaSbSe2
mp-1220883,NaSbTe2
mp-1220895,Na6B18Se17
mp-1220912,NaPrS2
mp-1220948,NaPrF4
mp-1220999,NaNdF4
mp-1221046,NaPuF4
mp-1221101,NaBiSe2
mp-1221102,NaBiTe2
mp-1221215,Na3ThB24
mp-1221310,Na2Sr3As4
mp-1221406,NaEuF4
mp-1221434,Na2(TaS2)3
